Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Diluted EPS
2020-02-25,73.37913021867917,73.76437041049643,69.76564225331725,70.24109649658203,230673600,0.0,0.0,
2020-02-26,69.86315460631755,72.63056895933731,69.85584015629505,71.35536193847656,198054800,0.0,0.0,
2020-02-27,68.53918361605838,69.73392418559446,66.55444527912212,66.69098663330078,320605600,0.0,0.0,
2020-02-28,62.72639504208005,67.88329009738658,62.50938731327685,66.65196990966797,426510000,0.0,0.0,
2020-03-02,68.82688991404375,73.49857571717332,67.71504900667918,72.85731506347656,341397200,0.0,0.0,
2020-03-03,74.04231554798498,74.12277449628382,69.68515804677267,70.54342651367188,319475600,0.0,0.0,
2020-03-04,72.27946525339094,73.97648473928388,71.47240530346912,73.81555938720703,219178400,0.0,0.0,
2020-03-05,72.05512710066166,73.03774108635828,71.05301039824464,71.42118835449219,187572800,0.0,0.0,
2020-03-06,68.75862837196117,70.90916598133681,68.57088585975706,70.47271728515625,226176800,0.0,0.0,
2020-03-09,64.30882044470107,67.8052687846862,64.12595176097206,64.89888000488281,286744800,0.0,0.0,
2020-03-10,67.57363086457617,69.84119927386679,65.67910678337745,69.57299041748047,285290000,0.0,0.0,
2020-03-11,67.63458699750464,68.56843301337324,66.2862282685422,67.15668487548828,255598800,0.0,0.0,
2020-03-12,62.40455781960836,65.83273599503713,60.46858713618226,60.52466583251953,418474000,0.0,0.0,
2020-03-13,64.58678941811604,68.25147782625162,61.67551543191242,67.77601623535156,370732000,0.0,0.0,
2020-03-16,58.993434504015895,63.170152560166464,58.51797668752431,59.05683135986328,322423600,0.0,0.0,
2020-03-17,60.34910721599719,62.811736782061686,58.12786195005412,61.65357208251953,324056000,0.0,0.0,
2020-03-18,58.46190421829109,60.95623219810506,57.815765924707286,60.14429473876953,300233600,0.0,0.0,
2020-03-19,60.319839534156344,61.64868444377546,59.15435685477559,59.68345642089844,271857200,0.0,0.0,
2020-03-20,60.26864436909325,61.40243252507802,55.59208400081659,55.89442825317383,401693200,0.0,0.0,
2020-03-23,55.611585143517026,55.7139911578318,51.83961354079536,54.706993103027344,336752800,0.0,0.0,
2020-03-24,57.63045648351545,60.39299318937359,57.12817775889996,60.19549560546875,287531200,0.0,0.0,
2020-03-25,61.13909481051402,62.96778159447755,59.56642492039994,59.8638916015625,303602000,0.0,0.0,
2020-03-26,60.10772535136149,63.07263379917531,60.06871246798245,63.01411819458008,252087200,0.0,0.0,
2020-03-27,61.62675107442531,62.38748366568282,60.236949717138245,60.405189514160156,204216800,0.0,0.0,
2020-03-30,61.13665530624813,62.302138002794244,60.80992712048675,62.12902069091797,167976400,0.0,0.0,
2020-03-31,62.32164533907813,64.00159501490636,61.4438742191864,62.00223159790039,197002000,0.0,0.0,
2020-04-01,60.102840901965365,60.64413250508946,58.30585248826726,58.73986053466797,176218400,0.0,0.0,
2020-04-02,58.60087632581907,59.7736735146081,57.76211806376953,59.72003173828125,165934000,0.0,0.0,
2020-04-03,59.200690932341324,59.907781707520805,58.2668410484011,58.86177444458008,129880000,0.0,0.0,
2020-04-06,61.1756745287174,64.15277489310583,60.805063307315855,63.99673080444336,201820400,0.0,0.0,
2020-04-07,66.02778511848382,66.24723349843921,63.150654049369706,63.255496978759766,202887200,0.0,0.0,
2020-04-08,64.06254779792901,65.1914582041646,63.69437728203003,64.8744888305664,168895200,0.0,0.0,
2020-04-09,65.51575715425417,65.84979609479213,64.54045750143875,65.34263610839844,161834800,0.0,0.0,
2020-04-13,65.42066450225325,66.73488440902602,64.81597601440424,66.62516021728516,131022800,0.0,0.0,
2020-04-14,68.27097420448575,70.28252969443935,67.79551265775481,69.98993682861328,194994800,0.0,0.0,
2020-04-15,68.85613298185818,69.81436281241729,68.4245656959662,69.3510971069336,131154400,0.0,0.0,
2020-04-16,70.07040041952709,70.27033862183306,68.8439614794944,69.90216064453125,157125200,0.0,0.0,
2020-04-17,69.41451459985545,69.96556128054836,67.50536137726577,68.95368194580078,215250000,0.0,0.0,
2020-04-20,67.77113658988311,68.68059874035414,67.50292770117282,67.52243041992188,130015200,0.0,0.0,
2020-04-21,67.363966897756,67.60047743203621,64.71846430897995,65.43531036376953,180991600,0.0,0.0,
2020-04-22,66.71293919047922,67.75895028110617,66.36915256832631,67.320068359375,116862400,0.0,0.0,
2020-04-23,67.26397033721294,68.69766186228132,67.02014545039029,67.05915832519531,124814400,0.0,0.0,
2020-04-24,67.58825797421498,69.0048798953082,67.5394900230912,68.99512481689453,126161200,0.0,0.0,
2020-04-27,68.7098455835023,69.37793078902972,68.25877552548512,69.04389190673828,117087600,0.0,0.0,
2020-04-28,69.50959784156605,69.6924665129449,67.83208881317798,67.92473602294922,112004800,0.0,0.0,
2020-04-29,69.42426415480969,70.6287597161647,69.21945213851123,70.1557388305664,137280800,0.0,0.0,
2020-04-30,70.6994631307536,71.81374466561127,70.3069086288975,71.63574981689453,183064000,0.0,0.0,
2020-05-01,69.79487207284312,72.90363930054181,69.69734360879056,70.48246002197266,240616800,0.0,0.0,
2020-05-04,70.50683935274412,71.60892506172021,69.81193700061924,71.47969818115234,133568000,0.0,0.0,
2020-05-05,71.9429662008074,73.39128653704661,71.79666978928883,72.55252838134766,147751200,0.0,0.0,
2020-05-06,73.2596329156276,73.93746589129562,72.87195218819713,73.30108642578125,142333600,0.0,0.0,
2020-05-07,73.93260852934645,74.40807020255234,73.62782731343181,74.05939483642578,115215200,0.0,0.0,
2020-05-08,74.72437056274545,75.87589238570261,74.39431444605175,75.82210540771484,133838400,0.205,0.0,
2020-05-11,75.32581350768177,77.51394930216925,75.11555257392908,77.01520538330078,145946400,0.0,0.0,
2020-05-12,77.70463688120752,78.15938270070556,76.0128054556803,76.13504791259766,162301200,0.0,0.0,
2020-05-13,76.31596427656213,77.24501142475509,74.13026855241937,75.21578216552734,200622400,0.0,0.0,
2020-05-14,74.44812023884252,75.73900057569774,73.7195523458068,75.6778793334961,158929200,0.0,0.0,
2020-05-15,73.43104804107121,75.27690622342102,73.39681657056369,75.23045349121094,166348400,0.0,0.0,
2020-05-18,76.56535278841677,77.3794843647308,75.86856920950247,77.00297546386719,135178400,0.0,0.0,
2020-05-19,77.02008655005388,77.87333656101147,76.52622968160955,76.55801391601562,101729600,0.0,0.0,
2020-05-20,77.42348734550013,78.11782366485536,77.3843688606098,78.04692840576172,111504800,0.0,0.0,
2020-05-21,77.90758220562846,78.45278638010977,77.22546704348093,77.4650650024414,102688800,0.0,0.0,
2020-05-22,77.20100687169716,78.04693013667118,77.09832737503491,77.96380615234375,81803200,0.0,0.0,
2020-05-26,79.09087501513932,79.27179147615749,77.37948050167417,77.43571472167969,125522000,0.0,0.0,
2020-05-27,77.29147363052124,77.91979426497939,76.54579007608604,77.77310180664062,112945200,0.0,0.0,
2020-05-28,77.4454944899455,79.07621238015311,77.16678552827904,77.80733489990234,133560800,0.0,0.0,
2020-05-29,78.0518115168582,78.51633137744263,77.37214373067566,77.73153686523438,153532400,0.0,0.0,
2020-06-01,77.68508739514532,78.80971957821318,77.55306344233216,78.6874771118164,80791200,0.0,0.0,
2020-06-02,78.41855786414703,79.07622306167194,77.97359340688307,79.05177307128906,87642800,0.0,0.0,
2020-06-03,79.37447749895834,79.75098637660969,78.79748918999114,79.4869384765625,104491200,0.0,0.0,
2020-06-04,79.3084613337636,79.6091729896167,78.42586695340852,78.80237579345703,87560400,0.0,0.0,
2020-06-05,79.05420971779591,81.10788179630607,79.02487271770254,81.04676055908203,137250400,0.0,0.0,
2020-06-08,80.74115298741619,81.56017904438131,80.02481389010427,81.52594757080078,95654400,0.0,0.0,
2020-06-09,81.20323173773022,84.49643672438039,81.17144750168376,84.10037231445312,147712400,0.0,0.0,
2020-06-10,85.05630483467911,86.73591509381042,84.61378771253284,86.2640609741211,166651600,0.0,0.0,
2020-06-11,85.4010259389608,85.82887454460544,82.01980281265901,82.12248229980469,201662400,0.0,0.0,
2020-06-12,84.27885136382952,85.03186171892166,81.71175941620086,82.83149719238281,200146000,0.0,0.0,
2020-06-15,81.47460740503507,84.51355346146939,81.31079921004404,83.85588836669922,138808800,0.0,0.0,
2020-06-16,85.92667523013986,86.35208410079902,84.27884911620372,86.07825469970703,165428800,0.0,0.0,
2020-06-17,86.82883143065867,86.88995267022145,85.83622309704633,85.95846557617188,114406400,0.0,0.0,
2020-06-18,85.91446931311329,86.41322077068335,85.37904660007989,85.99270629882812,96820400,0.0,0.0,
2020-06-19,86.70414330491718,87.17355021476689,84.38397613466803,85.50127410888672,264476000,0.0,0.0,
2020-06-22,85.8973404144515,87.88255699102923,85.85088767761776,87.73831176757812,135445200,0.0,0.0,
2020-06-23,88.99253725191926,91.04132268242739,88.56957552898785,89.611083984375,212155600,0.0,0.0,
2020-06-24,89.23699962266217,90.16359959825965,87.65273458720516,88.02924346923828,192623200,0.0,0.0,
2020-06-25,88.1857273883854,89.23700972398588,87.42048827560825,89.19789123535156,137522400,0.0,0.0,
2020-06-26,89.09277755089838,89.31525979074925,86.3080898881644,86.45722961425781,205256800,0.0,0.0,
2020-06-29,86.36430421747905,88.54511314400939,85.88266859190618,88.44976043701172,130646000,0.0,0.0,
2020-06-30,88.0341335121697,89.4766006204837,88.01457799993742,89.18810272216797,140223200,0.0,0.0,
2020-07-01,89.26635666123987,89.81400064089986,88.97053191805814,89.01942443847656,110737200,0.0,0.0,
2020-07-02,89.93380335726772,90.57435282513924,88.90452365800294,89.01942443847656,114041600,0.0,0.0,
2020-07-06,90.4594272948202,91.87254994168495,90.4276430590236,91.40069580078125,118655600,0.0,0.0,
2020-07-07,91.78208761977882,92.56688214873309,91.00462734021337,91.1170883178711,112424400,0.0,0.0,
2020-07-08,92.10237373175396,93.27101153325526,92.0143552670547,93.23922729492188,117092000,0.0,0.0,
2020-07-09,94.13894175804073,94.19272875390892,92.58402081381607,93.64019775390625,125642800,0.0,0.0,
2020-07-10,93.231868948644,93.86264415584897,92.61576969933655,93.80396270751953,90257200,0.0,0.0,
2020-07-13,95.11932774870948,97.74998857711206,93.15611361592102,93.37126159667969,191649200,0.0,0.0,
2020-07-14,92.74780181396022,95.10952719294335,91.80654077847646,94.91638946533203,170989200,0.0,0.0,
2020-07-15,96.80626137495182,97.058080581933,94.36141180772138,95.56916809082031,153198000,0.0,0.0,
2020-07-16,94.43232222694458,95.25623540444485,93.78932554460881,94.39320373535156,110577600,0.0,0.0,
2020-07-17,94.84792790236922,95.00439437174008,93.72573555139925,94.20248413085938,92186800,0.0,0.0,
2020-07-20,94.29050797539377,96.32706419698425,93.94333608551065,96.18770599365234,90318000,0.0,0.0,
2020-07-21,96.98472004458333,97.06050977018691,94.60832640869344,94.86014556884766,103433200,0.0,0.0,
2020-07-22,94.55944107665009,95.8136500592971,94.4714300762973,95.12664794921875,89001600,0.0,0.0,
2020-07-23,94.85771301763255,94.93594999200899,89.98024275954158,90.79682159423828,197004400,0.0,0.0,
2020-07-24,88.98029235074024,90.91905603521255,87.17843216769717,90.57188415527344,185438800,0.0,0.0,
2020-07-27,91.64273545174642,92.81137318483374,91.41781348162779,92.71846771240234,121214000,0.0,0.0,
2020-07-28,92.28572075637979,92.46419742953394,91.19042565602012,91.19532012939453,103625600,0.0,0.0,
2020-07-29,91.6818543113183,93.12920846759188,91.64518306181147,92.94339752197266,90329200,0.0,0.0,
2020-07-30,92.10969701255158,94.173150410463,91.69896412244005,94.06802368164062,158130000,0.0,0.0,
2020-07-31,100.61531691721932,104.06744247995263,98.6007562860584,103.91586303710938,374336800,0.0,0.0,
2020-08-03,105.81308342929988,109.17475149350705,105.51237171574385,106.53431701660156,308151200,0.0,0.0,
2020-08-04,106.7250115651553,108.34594792639938,105.99644375110007,107.24576568603516,173071600,0.0,0.0,
2020-08-05,106.96461222473107,107.95722051892982,106.49519784064897,107.6344985961914,121776800,0.0,0.0,
2020-08-06,107.9694362692687,111.88852949587516,107.3753396653028,111.38977813720703,202428800,0.0,0.0,
2020-08-07,110.90726584107304,111.3677273885932,108.05388271041302,108.85723876953125,198045600,0.205,0.0,
2020-08-10,110.31456910373258,111.46572325210518,107.76734250311277,110.43948364257812,212403600,0.0,0.0,
2020-08-11,109.69734448136175,110.19943927160969,106.89294169557732,107.15501403808594,187902400,0.0,0.0,
2020-08-12,108.25471669726873,110.97584533590197,108.05877911089222,110.71622467041016,165598000,0.0,0.0,
2020-08-13,112.10741438802722,113.68718846251174,111.61511123955665,112.67564392089844,210082000,0.0,0.0,
2020-08-14,112.49929181983457,112.66583952785562,110.7505184619924,112.5752182006836,165565200,0.0,0.0,
2020-08-17,113.70677298374486,113.73126705226277,111.64939829542521,112.28130340576172,119561600,0.0,0.0,
2020-08-18,112.03148685592107,113.64554663204774,111.69348812906304,113.21692657470703,105633600,0.0,0.0,
2020-08-19,113.62840573104766,114.78445561405643,113.26346874150238,113.3589859008789,145538000,0.0,0.0,
2020-08-20,113.40062280757716,115.98948979169607,113.38347621110309,115.87437438964844,126907200,0.0,0.0,
2020-08-21,116.84181158544361,122.33304950955674,116.82956828927533,121.84564971923828,338054800,0.0,0.0,
2020-08-24,126.08532387165104,126.17105685523916,121.42194288415396,123.30297088623047,345937600,0.0,0.0,
2020-08-25,122.16651293718571,122.63921782532557,120.55489736918682,122.29141998291016,211495600,0.0,0.0,
2020-08-26,123.61892831183195,124.41493702169439,122.54370065134583,123.95447540283203,163022400,0.0,0.0,
2020-08-27,124.56187229363162,124.89741932623753,121.31905075418045,122.47265625,155552400,0.0,0.0,
2020-08-28,123.45481308925442,123.87608565022592,122.04894176958291,122.27427673339844,187630000,0.0,0.0,
2020-08-31,124.9905099184504,128.34109236806273,123.44257739218247,126.42086791992188,225702700,0.0,4.0,
2020-09-01,130.0653362910446,132.06393834294664,127.8806032673096,131.45651245117188,151948100,0.0,0.0,
2020-09-02,134.79733529321925,135.17941887407412,124.42228387155211,128.73297119140625,200119000,0.0,0.0,
2020-09-03,124.33410589462989,126.22492542659788,118.0542063507642,118.4264907836914,257599600,0.0,0.0,
2020-09-04,117.632940102239,121.18925933741774,108.63926617218212,118.50487518310547,332607200,0.0,0.0,
2020-09-08,111.63713660125755,116.57483985484126,110.39291727240982,110.53007507324219,231366600,0.0,0.0,
2020-09-09,114.87998668581264,116.72182580833889,112.92058050138588,114.93876647949219,176940500,0.0,0.0,
2020-09-10,117.91704722291571,118.05420503744412,110.21658146649348,111.18648529052734,182274400,0.0,0.0,
2020-09-11,112.24456662797456,112.89117416243971,107.76732444763184,109.72673034667969,180860300,0.0,0.0,
2020-09-14,112.39153010250917,113.57696984343879,110.51050212390385,113.01853942871094,140150100,0.0,0.0,
2020-09-15,115.92827314174993,116.41812470664412,111.30407317322206,113.19490051269531,184642000,0.0,0.0,
2020-09-16,112.89117291930245,113.64554089333116,109.76591815288296,109.85408782958984,154679000,0.0,0.0,
2020-09-17,107.493022228828,109.92268166103601,106.50352003348442,108.10043334960938,178011000,0.0,0.0,
2020-09-18,108.15921859503553,108.62947187494522,103.93669335200745,104.67147064208984,287104900,0.0,0.0,
2020-09-21,102.41814060967535,107.9534634110395,101.00736606184086,107.84569549560547,195713800,0.0,0.0,
2020-09-22,110.39294035558969,110.56928720418253,106.94438889643553,109.54059600830078,183055400,0.0,0.0,
2020-09-23,109.35445686614405,109.83450926660619,104.60289110555571,104.94579315185547,150718700,0.0,0.0,
2020-09-24,103.03536323336652,108.0122562922412,102.8688155164202,106.0234603881836,167743300,0.0,0.0,
2020-09-25,106.22919039199391,110.15780128568579,105.48461406255812,110.00104522705078,149981400,0.0,0.0,
2020-09-28,112.67563608554063,112.97934160202382,110.49089526258373,112.62664794921875,137672400,0.0,0.0,
2020-09-29,112.22499251101772,112.96956148147459,111.26488018921401,111.77432250976562,99382200,0.0,0.0,
2020-09-30,111.48040718642262,114.8799778508832,111.31385946744476,113.45940399169922,142675200,0.0,0.0,3.28
2020-10-01,115.25226359583627,115.33064163195242,113.47900350731894,114.41951751708984,116120400,0.0,0.0,3.28
2020-10-02,110.5986697447459,113.02833644438546,109.94227053651309,110.72602844238281,144712000,0.0,0.0,3.28
2020-10-05,111.59797169664843,114.28235580883631,111.24527802064819,114.1353988647461,106243800,0.0,0.0,3.28
2020-10-06,113.35163641976725,113.76311736880227,109.97166399071527,110.86319732666016,161498200,0.0,0.0,3.28
2020-10-07,112.29355446033293,113.20467849989762,111.81349463470077,112.74421691894531,96849000,0.0,0.0,3.28
2020-10-08,113.8904857562517,114.03744271665194,112.26417501702767,112.63646697998047,83477200,0.0,0.0,3.28
2020-10-09,112.94015532895709,114.62524560558099,112.58746166759208,114.59585571289062,100506900,0.0,0.0,3.28
2020-10-12,117.62313118075154,122.63921286452064,116.85896409259807,121.87504577636719,240226800,0.0,0.0,3.28
2020-10-13,122.72738842152155,122.84495546938686,117.22146248428876,118.64202880859375,262330500,0.0,0.0,3.28
2020-10-14,118.54406338812345,120.53285928870842,117.19207593453159,118.73020935058594,150712000,0.0,0.0,3.28
2020-10-15,116.3103418451399,118.7400011096165,115.75191143177271,118.25994873046875,112559200,0.0,0.0,3.28
2020-10-16,118.81835560218687,119.08287954663179,116.39848846553384,116.6042251586914,115393800,0.0,0.0,3.28
2020-10-19,117.52517519780376,117.97583769702076,113.31245663144949,113.62596130371094,120639300,0.0,0.0,3.28
2020-10-20,113.84148481415758,116.56506541372738,113.28305440704398,115.1249008178711,124423700,0.0,0.0,3.28
2020-10-21,114.30194919898575,116.30054425060166,114.08641333932019,114.49789428710938,89946000,0.0,0.0,3.28
2020-10-22,115.06611157673134,115.64414021950999,112.26416046654737,113.40061950683594,101988000,0.0,0.0,3.28
2020-10-23,114.02762216522123,114.18437822006902,111.9604484077914,112.70502471923828,82572600,0.0,0.0,3.28
2020-10-26,111.69593651628738,114.1843829306033,110.58886738823927,112.71482849121094,111850700,0.0,0.0,3.28
2020-10-27,113.14589699562532,114.89956625665722,112.21518213857978,114.23336791992188,92276800,0.0,0.0,3.28
2020-10-28,112.71483279393705,113.08711724196,108.84500147108768,108.9429702758789,143937800,0.0,0.0,3.28
2020-10-29,110.08922643103347,114.55666962301342,109.92267124396783,112.9793472290039,146129200,0.0,0.0,3.28
2020-10-30,108.8058104834756,109.71693455315824,105.53360612056537,106.65046691894531,190272600,0.0,0.0,3.28
2020-11-02,106.8953969193142,108.4335303589864,105.14172761970026,106.56229400634766,122866900,0.0,0.0,3.28
2020-11-03,107.43423525581774,109.2270860766487,106.52311116100103,108.19840240478516,107624400,0.0,0.0,3.28
2020-11-04,111.82330237973738,113.2438687724133,110.06963307268136,112.61685943603516,138235500,0.0,0.0,3.28
2020-11-05,115.55596318010335,117.19207283280812,114.4978896452941,116.61404418945312,126387100,0.0,0.0,3.28
2020-11-06,116.11843397316399,116.98205722562457,113.96918063856798,116.48155212402344,114457900,0.205,0.0,3.28
2020-11-09,118.25789452453859,119.72016846823523,113.8906972652876,114.15567016601562,154515300,0.0,0.0,3.28
2020-11-10,113.39999618595222,115.40203188268178,112.00641204174723,113.81217956542969,138023400,0.0,0.0,3.28
2020-11-11,115.00947038154153,117.404064674715,114.27342548872498,117.26667022705078,112295000,0.0,0.0,3.28
2020-11-12,117.39427244094375,118.28733647481626,116.36380645288473,116.99189758300781,103162300,0.0,0.0,3.28
2020-11-13,117.21759802361856,117.4433142509022,115.67681110664417,117.04094696044922,81581900,0.0,0.0,3.28
2020-11-16,116.70727992528231,118.73876359118255,115.95161044035504,118.06160736083984,91183000,0.0,0.0,3.28
2020-11-17,117.32557511010314,118.42473084318699,116.7465491543363,117.16854858398438,74271000,0.0,0.0,3.28
2020-11-18,116.40304927547622,117.59053416147546,115.80439881818396,115.8338394165039,76322100,0.0,0.0,3.28
2020-11-19,115.40202164309571,116.84467083069754,114.63653615271986,116.43248748779297,74113000,0.0,0.0,3.28
2020-11-20,116.43249914547822,116.56007757750257,115.10761970352657,115.15668487548828,73604300,0.0,0.0,3.28
2020-11-23,114.99966213068485,115.4314775596541,111.63348296038204,111.73162078857422,127959300,0.0,0.0,3.28
2020-11-24,111.790518875216,113.69441686202781,110.49507247938215,113.02706909179688,113874200,0.0,0.0,3.28
2020-11-25,113.39998344641769,114.57765225189114,113.02704925098377,113.87104797363281,76499200,0.0,0.0,3.28
2020-11-27,114.40100683885197,115.30388680018663,114.05752071089162,114.4206314086914,46691300,0.0,0.0,3.28
2020-11-30,114.79356213208138,118.71913487497585,114.63653562839642,116.8348617553711,169410200,0.0,0.0,3.28
2020-12-01,118.75838781683183,121.17261408032668,117.77699466155252,120.43656921386719,127728200,0.0,0.0,3.28
2020-12-02,119.74960450828839,121.07449142377214,118.6406327994292,120.78988647460938,89004200,0.0,0.0,3.28
2020-12-03,121.22169876917536,121.47686312712584,119.93607592468089,120.65249633789062,78967600,0.0,0.0,3.28
2020-12-04,120.31881268303898,120.57397702819114,119.25890616080981,119.97532653808594,78260400,0.0,0.0,3.28
2020-12-07,120.03420195527224,122.25215272180445,119.9753207582416,121.4474105834961,86712000,0.0,0.0,3.28
2020-12-08,122.05587291663916,122.65452335751638,120.79968335242356,122.06568145751953,82225500,0.0,0.0,3.28
2020-12-09,122.21288443351347,123.60646087146623,118.74856790662393,119.51405334472656,115089200,0.0,0.0,3.28
2020-12-10,118.25787660401305,121.5651742717349,117.91439049310678,120.94689178466797,81312200,0.0,0.0,3.28
2020-12-11,120.15196404613147,120.47582558367297,118.30694761358677,120.13233947753906,86939800,0.0,0.0,3.28
2020-12-14,120.31879540624925,121.05484024864568,119.2785210916416,119.51405334472656,79184500,0.0,0.0,3.28
2020-12-15,122.02643903251098,125.52020426350684,121.82034733850249,125.50057220458984,157243700,0.0,0.0,3.28
2020-12-16,125.03931058932604,125.98143967075161,124.20512038349119,125.4318618774414,98208600,0.0,0.0,3.28
2020-12-17,126.50159641413372,127.16895167690048,125.65759753688032,126.3053207397461,94359800,0.0,0.0,3.28
2020-12-18,126.56048359414483,126.69787805393348,123.7733227939256,124.30327606201172,192541500,0.0,0.0,3.28
2020-12-21,122.69377623023881,125.92256080043404,121.15298918488106,125.84404754638672,121251600,0.0,0.0,3.28
2020-12-22,129.16116708871454,131.90907120192642,127.23762971700442,129.4261474609375,168904800,0.0,0.0,3.28
2020-12-23,129.70096938345478,129.9659348482383,128.34664155283292,128.52330017089844,88223700,0.0,0.0,3.28
2020-12-24,128.8765657245934,130.97674663084098,128.66065801671888,129.51446533203125,54930100,0.0,0.0,3.28
2020-12-28,131.49687835620674,134.78453654371154,131.0257988451155,134.14663696289062,124486200,0.0,0.0,3.28
2020-12-29,135.48132688476065,136.20754822933608,131.8403517218869,132.36048889160156,121047300,0.0,0.0,3.28
2020-12-30,133.05729507131855,133.45966988702028,130.9178500566372,131.23190307617188,96452100,0.0,0.0,3.28
2020-12-31,131.58520531879913,132.2329284408442,129.2691167103212,130.2210693359375,99116600,0.0,0.0,3.28
2021-01-04,131.035640493058,131.12396229803235,124.40141954255657,127.00211334228516,143301900,0.0,0.0,3.28
2021-01-05,126.49179273565913,129.2887698715766,126.04034518982127,128.5723419189453,97664900,0.0,0.0,3.28
2021-01-06,125.34355560518563,128.6115971467364,124.02848466735863,124.24439239501953,155088000,0.0,0.0,3.28
2021-01-07,125.97162938150967,129.18078927811055,125.48093279073952,128.48399353027344,109578200,0.0,0.0,3.28
2021-01-08,129.96592163087954,130.16221229207352,127.80685913162058,129.59300231933594,105158200,0.0,0.0,3.28
2021-01-11,126.78619254903236,127.74795371213283,126.10902883092568,126.58009338378906,100384500,0.0,0.0,3.28
2021-01-12,126.10903666220158,127.27689706306857,124.49955227967112,126.40345764160156,91951100,0.0,0.0,3.28
2021-01-13,126.36420196397054,129.00415246328023,126.09923654219993,128.45457458496094,88636800,0.0,0.0,3.28
2021-01-14,128.36625404874388,128.56252972510507,126.36420321518672,126.51142120361328,90221800,0.0,0.0,3.28
