date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-29 09:30:00-05:00,408.6099853515625,410.2049865722656,407.739990234375,409.80999755859375,2960534,0.0,0.0
2024-02-29 10:00:00-05:00,409.80999755859375,410.1199951171875,407.8500061035156,408.3299865722656,1467706,0.0,0.0
2024-02-29 10:30:00-05:00,408.3599853515625,408.82000732421875,407.42999267578125,407.75,932776,0.0,0.0
2024-02-29 11:00:00-05:00,407.79998779296875,408.70001220703125,407.489990234375,407.8299865722656,812208,0.0,0.0
2024-02-29 11:30:00-05:00,407.7900085449219,407.9200134277344,405.9200134277344,407.7467956542969,855140,0.0,0.0
2024-02-29 12:00:00-05:00,407.739990234375,408.3599853515625,407.5199890136719,407.8500061035156,543978,0.0,0.0
2024-02-29 12:30:00-05:00,407.8699951171875,408.92999267578125,407.8503112792969,408.6600036621094,602324,0.0,0.0
2024-02-29 13:00:00-05:00,408.7300109863281,409.6199951171875,408.6199951171875,409.3500061035156,698137,0.0,0.0
2024-02-29 13:30:00-05:00,409.3599853515625,409.68499755859375,409.0199890136719,409.6499938964844,554119,0.0,0.0
2024-02-29 14:00:00-05:00,409.67999267578125,410.2200012207031,409.20001220703125,409.489990234375,838857,0.0,0.0
2024-02-29 14:30:00-05:00,409.4800109863281,409.95001220703125,409.28009033203125,409.885009765625,628783,0.0,0.0
2024-02-29 15:00:00-05:00,409.8999938964844,410.6899108886719,409.6600036621094,410.6300048828125,887565,0.0,0.0
2024-02-29 15:30:00-05:00,410.6300048828125,414.20001220703125,410.239990234375,413.4200134277344,4761575,0.0,0.0
