date,price,volume,log_returns
2023-09-22 00:00:00-04:00,317.0199890136719,89070681,-0.04076396111142848
2023-09-29 00:00:00-04:00,315.7099914550781,86450387,-0.004140785076761945
2023-10-06 00:00:00-04:00,327.2300109863281,82756953,0.035839277502891544
2023-10-13 00:00:00-04:00,327.6700134277344,81368031,0.001343724205860076
2023-10-20 00:00:00-04:00,326.6724853515625,93715924,-0.0030489502081632127
2023-10-27 00:00:00-04:00,329.82000732421875,146964808,0.009588978168766546
2023-11-03 00:00:00-04:00,352.80999755859375,96625117,0.06738258817490703
2023-11-10 00:00:00-05:00,369.5199890136719,96370101,0.04627517490875458
2023-11-17 00:00:00-05:00,369.9200134277344,115869980,0.0010819659519793567
2023-11-24 00:00:00-05:00,376.7699890136719,95111221,0.018348090195921457
2023-12-01 00:00:00-05:00,374.44000244140625,98000076,-0.006203309515203951
