date,price,volume,log_returns
2024-01-08 00:00:00-05:00,374.6700134277344,16670023,
2024-01-09 00:00:00-05:00,375.7799987792969,16014396,0.002958188134992261
2024-01-10 00:00:00-05:00,382.7699890136719,20733769,0.018430395382670196
2024-01-11 00:00:00-05:00,384.5899963378906,22740772,0.004743564354896861
2024-01-12 00:00:00-05:00,388.4100036621094,16494929,0.009883669912636799
2024-01-16 00:00:00-05:00,390.2699890136719,21085935,0.0047772869638649604
2024-01-17 00:00:00-05:00,389.3999938964844,17246745,-0.002231701867048644
2024-01-18 00:00:00-05:00,393.8399963378906,17422626,0.011337648887530204
2024-01-19 00:00:00-05:00,398.6600036621094,21854328,0.012164206329190937
2024-01-22 00:00:00-05:00,396.5,18915807,-0.005432891405763572
2024-01-23 00:00:00-05:00,398.8900146484375,15247693,0.006009685305642769
2024-01-24 00:00:00-05:00,402.57000732421875,18998352,0.00918328659408316
2024-01-25 00:00:00-05:00,405.0899963378906,16975153,0.006240242626195702
2024-01-26 00:00:00-05:00,403.9100036621094,13332395,-0.002917165667684575
2024-01-29 00:00:00-05:00,409.7200012207031,18171133,0.014281912614553497
2024-01-30 00:00:00-05:00,408.6000061035156,23904978,-0.0027373052265416546
2024-01-31 00:00:00-05:00,397.45001220703125,40197722,-0.02766752658865454
2024-02-01 00:00:00-05:00,403.79998779296875,25206771,0.015850504915850223
2024-02-02 00:00:00-05:00,411.1099853515625,22806973,0.017941107309962873
2024-02-05 00:00:00-05:00,405.6700134277344,18792394,-0.013320728645641055
2024-02-06 00:00:00-05:00,405.4700012207031,14942843,-0.0004931632208323626
2024-02-07 00:00:00-05:00,414.05999755859375,16796416,0.0209639938724668
2024-02-08 00:00:00-05:00,414.1499938964844,14726151,0.00021732734251779862
2024-02-09 00:00:00-05:00,420.5899963378906,17976016,0.015430266413332604
2024-02-12 00:00:00-05:00,415.25,15267550,-0.012777730226749787
2024-02-13 00:00:00-05:00,406.54998779296875,22953503,-0.02117385586546212
2024-02-14 00:00:00-05:00,409.20001220703125,16431941,0.006497171280983599
2024-02-15 00:00:00-05:00,406.6499938964844,18224557,-0.0062512143054016785
2024-02-16 00:00:00-05:00,404.05999755859375,16850960,-0.006389473860314992
2024-02-20 00:00:00-05:00,402.92999267578125,18074192,-0.0028005443315131076
2024-02-21 00:00:00-05:00,402.1700134277344,13928197,-0.0018879132232342308
2024-02-22 00:00:00-05:00,411.6300048828125,19914581,0.02324998127487126
2024-02-23 00:00:00-05:00,410.32000732421875,12666038,-0.0031875385323036957
2024-02-26 00:00:00-05:00,407.4800109863281,11590017,-0.00694548224752635
2024-02-27 00:00:00-05:00,407.54998779296875,12108035,0.0001717159047333142
2024-02-28 00:00:00-05:00,407.739990234375,10473616,0.00046609783013823843
2024-02-29 00:00:00-05:00,413.4200134277344,16543702,0.013834365432358636
