date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-29 09:30:00-05:00,408.6099853515625,409.05999755859375,407.739990234375,408.0199890136719,1105968,0.0,0.0
2024-02-29 09:35:00-05:00,408.0899963378906,408.7099914550781,407.9649963378906,408.43499755859375,364879,0.0,0.0
2024-02-29 09:40:00-05:00,408.42230224609375,408.69000244140625,408.010009765625,408.4100036621094,308229,0.0,0.0
2024-02-29 09:45:00-05:00,408.4150085449219,408.8999938964844,408.2239990234375,408.4549865722656,374371,0.0,0.0
2024-02-29 09:50:00-05:00,408.4549865722656,409.6400146484375,408.4100036621094,409.5799865722656,445443,0.0,0.0
2024-02-29 09:55:00-05:00,409.6000061035156,410.2049865722656,409.55999755859375,409.80999755859375,361644,0.0,0.0
2024-02-29 10:00:00-05:00,409.80999755859375,410.1199951171875,409.3599853515625,409.69000244140625,246119,0.0,0.0
2024-02-29 10:05:00-05:00,409.7099914550781,409.79998779296875,408.92999267578125,409.7300109863281,198114,0.0,0.0
2024-02-29 10:10:00-05:00,409.75,409.75,408.3399963378906,408.55499267578125,305070,0.0,0.0
2024-02-29 10:15:00-05:00,408.5299987792969,408.75,407.9800109863281,407.989990234375,277736,0.0,0.0
2024-02-29 10:20:00-05:00,408.010009765625,408.9999084472656,407.8500061035156,408.6700134277344,267331,0.0,0.0
2024-02-29 10:25:00-05:00,408.6799011230469,408.92999267578125,408.1099853515625,408.3299865722656,173336,0.0,0.0
2024-02-29 10:30:00-05:00,408.3599853515625,408.82000732421875,408.0801086425781,408.3999938964844,154106,0.0,0.0
2024-02-29 10:35:00-05:00,408.4200134277344,408.77398681640625,407.92999267578125,408.5220031738281,128708,0.0,0.0
2024-02-29 10:40:00-05:00,408.55999755859375,408.70001220703125,407.69500732421875,407.94000244140625,169208,0.0,0.0
2024-02-29 10:45:00-05:00,407.93798828125,408.69000244140625,407.42999267578125,408.42498779296875,190737,0.0,0.0
2024-02-29 10:50:00-05:00,408.4100036621094,408.4700012207031,407.739990234375,407.75,130733,0.0,0.0
2024-02-29 10:55:00-05:00,407.7699890136719,407.9800109863281,407.45001220703125,407.75,159284,0.0,0.0
2024-02-29 11:00:00-05:00,407.79998779296875,408.0299987792969,407.489990234375,408.0299987792969,128628,0.0,0.0
2024-02-29 11:05:00-05:00,408.0299987792969,408.55999755859375,407.95001220703125,408.510009765625,148416,0.0,0.0
2024-02-29 11:10:00-05:00,408.5199890136719,408.70001220703125,408.0199890136719,408.510009765625,199251,0.0,0.0
2024-02-29 11:15:00-05:00,408.5199890136719,408.6700134277344,408.29998779296875,408.4800109863281,116401,0.0,0.0
2024-02-29 11:20:00-05:00,408.4750061035156,408.57000732421875,408.1099853515625,408.42498779296875,90831,0.0,0.0
2024-02-29 11:25:00-05:00,408.44000244140625,408.44000244140625,407.79998779296875,407.8299865722656,128681,0.0,0.0
2024-02-29 11:30:00-05:00,407.7900085449219,407.9200134277344,407.510009765625,407.55999755859375,143294,0.0,0.0
2024-02-29 11:35:00-05:00,407.5950012207031,407.75,406.5899963378906,406.6300048828125,182364,0.0,0.0
2024-02-29 11:40:00-05:00,406.6000061035156,406.94000244140625,405.9200134277344,406.9179992675781,218239,0.0,0.0
2024-02-29 11:45:00-05:00,406.8900146484375,407.4100036621094,406.75,407.239990234375,125814,0.0,0.0
2024-02-29 11:50:00-05:00,407.260009765625,407.6671142578125,407.260009765625,407.57501220703125,89055,0.0,0.0
2024-02-29 11:55:00-05:00,407.552001953125,407.82501220703125,407.44000244140625,407.7467956542969,96374,0.0,0.0
2024-02-29 12:00:00-05:00,407.739990234375,408.1700134277344,407.6300048828125,407.8999938964844,114470,0.0,0.0
2024-02-29 12:05:00-05:00,407.8699951171875,408.0199890136719,407.5199890136719,407.75,117824,0.0,0.0
2024-02-29 12:10:00-05:00,407.760009765625,408.1199951171875,407.75,408.0199890136719,77933,0.0,0.0
2024-02-29 12:15:00-05:00,408.05999755859375,408.2799987792969,407.95001220703125,408.239990234375,73837,0.0,0.0
2024-02-29 12:20:00-05:00,408.2349853515625,408.3599853515625,408.0299987792969,408.2300109863281,76215,0.0,0.0
2024-02-29 12:25:00-05:00,408.20989990234375,408.3399963378906,407.7799987792969,407.8500061035156,83699,0.0,0.0
2024-02-29 12:30:00-05:00,407.8699951171875,408.4100036621094,407.8503112792969,408.0,105823,0.0,0.0
2024-02-29 12:35:00-05:00,408.010009765625,408.19000244140625,407.908203125,408.114990234375,67047,0.0,0.0
2024-02-29 12:40:00-05:00,408.17999267578125,408.45001220703125,408.05999755859375,408.2200012207031,72885,0.0,0.0
2024-02-29 12:45:00-05:00,408.2200012207031,408.6099853515625,408.0899963378906,408.4599914550781,135365,0.0,0.0
2024-02-29 12:50:00-05:00,408.4800109863281,408.92999267578125,408.3299865722656,408.7699890136719,126521,0.0,0.0
2024-02-29 12:55:00-05:00,408.7998962402344,408.8699951171875,408.65728759765625,408.6600036621094,94683,0.0,0.0
2024-02-29 13:00:00-05:00,408.7300109863281,408.8999938964844,408.6199951171875,408.8334045410156,127777,0.0,0.0
2024-02-29 13:05:00-05:00,408.82501220703125,409.17999267578125,408.739990234375,409.15008544921875,96443,0.0,0.0
2024-02-29 13:10:00-05:00,409.1700134277344,409.3299865722656,409.1099853515625,409.260009765625,102265,0.0,0.0
2024-02-29 13:15:00-05:00,409.2300109863281,409.4375,408.95001220703125,409.2799987792969,117517,0.0,0.0
2024-02-29 13:20:00-05:00,409.2799987792969,409.45989990234375,409.1449890136719,409.42999267578125,93431,0.0,0.0
2024-02-29 13:25:00-05:00,409.3900146484375,409.6199951171875,409.2900085449219,409.3500061035156,160704,0.0,0.0
2024-02-29 13:30:00-05:00,409.3599853515625,409.489990234375,409.17999267578125,409.1820068359375,95525,0.0,0.0
2024-02-29 13:35:00-05:00,409.1759948730469,409.3999938964844,409.1449890136719,409.2699890136719,74125,0.0,0.0
2024-02-29 13:40:00-05:00,409.2699890136719,409.2900085449219,409.0199890136719,409.159912109375,89210,0.0,0.0
2024-02-29 13:45:00-05:00,409.1600036621094,409.2900085449219,409.1199951171875,409.2699890136719,78549,0.0,0.0
2024-02-29 13:50:00-05:00,409.260009765625,409.5799865722656,409.239990234375,409.4996032714844,107217,0.0,0.0
2024-02-29 13:55:00-05:00,409.510009765625,409.68499755859375,409.5,409.6499938964844,109493,0.0,0.0
2024-02-29 14:00:00-05:00,409.67999267578125,409.8299865722656,409.5299987792969,409.6600036621094,156081,0.0,0.0
2024-02-29 14:05:00-05:00,409.6600036621094,409.69000244140625,409.3399963378906,409.5,100353,0.0,0.0
2024-02-29 14:10:00-05:00,409.510009765625,409.8999938964844,409.510009765625,409.8900146484375,96851,0.0,0.0
2024-02-29 14:15:00-05:00,409.8999938964844,410.2200012207031,409.79998779296875,410.010009765625,239065,0.0,0.0
2024-02-29 14:20:00-05:00,410.0032958984375,410.1698913574219,409.9100036621094,409.9200134277344,144757,0.0,0.0
2024-02-29 14:25:00-05:00,409.93499755859375,409.93499755859375,409.20001220703125,409.489990234375,101750,0.0,0.0
2024-02-29 14:30:00-05:00,409.4800109863281,409.6099853515625,409.28009033203125,409.56500244140625,99560,0.0,0.0
2024-02-29 14:35:00-05:00,409.5450134277344,409.95001220703125,409.5098876953125,409.8299865722656,100381,0.0,0.0
2024-02-29 14:40:00-05:00,409.8399963378906,409.8900146484375,409.4100036621094,409.44000244140625,118323,0.0,0.0
2024-02-29 14:45:00-05:00,409.45001220703125,409.75,409.29998779296875,409.6409912109375,94243,0.0,0.0
2024-02-29 14:50:00-05:00,409.6499938964844,409.7900085449219,409.30999755859375,409.45001220703125,117402,0.0,0.0
2024-02-29 14:55:00-05:00,409.44500732421875,409.89849853515625,409.3550109863281,409.885009765625,98874,0.0,0.0
2024-02-29 15:00:00-05:00,409.8999938964844,410.1099853515625,409.6700134277344,409.75,123247,0.0,0.0
2024-02-29 15:05:00-05:00,409.760009765625,410.0,409.6700134277344,410.0,97500,0.0,0.0
2024-02-29 15:10:00-05:00,410.0,410.0696105957031,409.6700134277344,409.7099914550781,109314,0.0,0.0
2024-02-29 15:15:00-05:00,409.7099914550781,410.07000732421875,409.6600036621094,410.0299987792969,129831,0.0,0.0
2024-02-29 15:20:00-05:00,410.0,410.2699890136719,409.9599914550781,410.239990234375,178672,0.0,0.0
2024-02-29 15:25:00-05:00,410.239990234375,410.6899108886719,410.2049865722656,410.6300048828125,249001,0.0,0.0
2024-02-29 15:30:00-05:00,410.6300048828125,410.9100036621094,410.3599853515625,410.4599914550781,244154,0.0,0.0
2024-02-29 15:35:00-05:00,410.46099853515625,410.739990234375,410.239990234375,410.4599914550781,221056,0.0,0.0
2024-02-29 15:40:00-05:00,410.44000244140625,410.8699035644531,410.4200134277344,410.69000244140625,206202,0.0,0.0
2024-02-29 15:45:00-05:00,410.7099914550781,411.30999755859375,410.6600036621094,411.05499267578125,276574,0.0,0.0
2024-02-29 15:50:00-05:00,411.0899963378906,412.8900146484375,411.0799865722656,411.8399963378906,1284192,0.0,0.0
2024-02-29 15:55:00-05:00,411.8500061035156,414.20001220703125,411.8299865722656,413.4200134277344,2529397,0.0,0.0
